#SET|Q|ID|DIFF|KEY|FMT|FIG|STEM|CHOICES|DISTRACTOR_LOGIC
Nonlinear Equations and Systems 2|2.20|2d2ab76b|608|A|mcq|-|For y=x^2-1 and y=3, what are the coordinates of the points of intersection?|(2,3) and (-2,3);(2,4) and (-2,4);(3,8) and (-3,8);(sqrt2,3) and (-sqrt2,3)|x^2=4 so x=2 or -2 with y=3; B=wrong y; C=used x=3; D=forgot to add 1; A=CORRECT
Nonlinear Equations and Systems 2|2.21|3b4b8831|242|-3|spr|-|38x^2=38(9). What is the negative solution to the given equation?|-|SPR: x^2=9 so the negative root is -3
Nonlinear Equations and Systems 2|2.22|f5247e52|460|C|mcq|-|y=ax^2-c with a and c positive. How many times does its graph intersect the graph of y=a+c?|Zero;One;Two;More than two|Setting equal gives x^2=(a+2c)/a which is positive so there are two solutions; A/B=assumed no or one crossing; C=CORRECT
Nonlinear Equations and Systems 2|2.23|f76c1858|223|4|spr|-|7x^2-20x-32=0. What is the positive solution?|-|SPR: (7x+8)(x-4)=0 so the positive root is 4
Nonlinear Equations and Systems 2|2.24|4e18fc5d|445|A|mcq|-|v=-w/(150x) relates distinct positive numbers. Which expresses w in terms of v and x?|w=-150vx;w=-150v/x;w=-x/(150v);w=v+150x|Multiply both sides by -150x; B/C=divided instead of multiplying; D=added; A=CORRECT
Nonlinear Equations and Systems 2|2.25|bef4b1c6|244|5|spr|-|55/(x+6)=x. What is the positive solution?|-|SPR: x^2+6x-55=0 gives x=5 or -11 so the positive root is 5
Nonlinear Equations and Systems 2|2.26|11ccf3e1|400|A|mcq|-|14j+5k=m relates j, k, m. Which expresses k in terms of j and m?|k=(m-14j)/5;k=(1/5)m-14j;k=(14j-m)/5;k=5m-14j|Subtract 14j then divide everything by 5; B=divided only one term; C=sign error; D=multiplied; A=CORRECT
Nonlinear Equations and Systems 2|2.27|29ed5d39|478|D|mcq|-|p=9+14/n with n not 0 and p>9. Which expresses n in terms of p?|n=(p-9)/14;n=p/14+9;n=p/14-9;n=14/(p-9)|Isolate 14/n then invert; A=inverted the wrong way; B/C=divided p by 14 first; D=CORRECT
Nonlinear Equations and Systems 2|2.28|895628b5|421|C|mcq|-|For y=(x-2)(x+4) and y=6x-12, which ordered pair is the solution?|(0,2);(-4,2);(2,0);(2,-4)|Setting equal gives (x-2)^2=0 so x=2 and y=0; A/B=used a factor root; D=wrong y; C=CORRECT
Nonlinear Equations and Systems 2|2.29|13e57f0a|395|B|mcq|-|-4x^2-7x=-36. What is the positive solution?|7/4;9/4;4;7|Rearranged 4x^2+7x-36=0 gives x=9/4 or -4; A=used b/a; C/D=copied constants; B=CORRECT
Nonlinear Equations and Systems 2|2.30|6acdcece|455|D|mcq|-|b-72=x/y relates positive numbers. Which expresses x in terms of b and y?|x=(b-72)/y;x=by-72;x=(by-72)/y;x=by-72y|Multiply both sides by y and distribute; A=divided instead; B=failed to distribute y to 72; C=divided again; D=CORRECT
Nonlinear Equations and Systems 2|2.31|09e5e4d3|382|C|mcq|-|If 42/x=7x, what is the value of 7x^2?|6;7;42;294|Cross-multiplying gives 7x^2=42 directly; A/B=solved for x instead; D=multiplied by 7 again; C=CORRECT
Nonlinear Equations and Systems 2|2.32|4b6f0a3f|243|5|spr|-|What is the sum of the solutions to x^2-5x-24=0?|-|SPR: sum equals -b/a=5
Nonlinear Equations and Systems 2|2.33|75a32330|918|A|mcq|graph-choices-parabola-line|Which graph represents the system y=x^2+1.7 and y=1.7-x?|upward parabola vertex (0,1.7) with a negative-slope line through 1.7;parabola with a positive-slope line;parabola shifted left;parabola with a steep positive line|The parabola opens up from (0,1.7) and the line falls through the same intercept; A=CORRECT; others use a positive slope or a shifted vertex
Nonlinear Equations and Systems 3|3.1|fc3d783a|243|6|spr|-|A line 2y=4.5 meets the parabola y=-4x^2+bx at exactly one point, b positive. What is the value of b?|-|SPR: discriminant b^2-36=0 so b=6
Nonlinear Equations and Systems 3|3.2|4661e2a9|476|A|mcq|-|For the system x-y=1 and x+y=x^2-3, which ordered pair is a solution?|(1+sqrt3,sqrt3);(sqrt3,-sqrt3);(1+sqrt5,sqrt5);(sqrt5,-1+sqrt5)|Substituting gives x^2-2x-2=0 so x=1+sqrt3 and y=sqrt3; C/D=used the wrong discriminant; B=swapped; A=CORRECT
Nonlinear Equations and Systems 3|3.3|f65288e8|602|A|mcq|-|If 1/(x^2+10x+25)=4, which is a possible value of x+5?|1/2;5/2;9/2;11/2|The denominator is (x+5)^2 so (x+5)^2=1/4 and x+5=1/2 or -1/2; B/C/D=solved for x instead; A=CORRECT
Nonlinear Equations and Systems 3|3.4|f2f3fa00|350|5|spr|-|a=(vf-12)/5 gives average acceleration. Rewritten as vf=xa+y, what is the value of x?|-|SPR: vf=5a+12 so x=5
Nonlinear Equations and Systems 3|3.5|6ce95fc8|540|D|mcq|-|Which is a solution to 2x^2-2=2x+3?|2;1-sqrt11;(1/2)+sqrt11;(1+sqrt11)/2|2x^2-2x-5=0 gives x=(1+-sqrt11)/2; B/C=dropped the division by 2; A=guess; D=CORRECT
Nonlinear Equations and Systems 3|3.6|c303ad23|217|5|spr|-|If 3x^2-18x-15=0, what is the value of x^2-6x?|-|SPR: divide by 3 to get x^2-6x-5=0 so x^2-6x=5
Nonlinear Equations and Systems 3|3.7|7bd10ef3|454|A|mcq|-|2x^2-4x=t has no real solutions. Which could be the value of t?|-3;-1;1;3|Discriminant 16+8t<0 requires t<-2; B/C/D=values that give real roots; A=CORRECT
Nonlinear Equations and Systems 3|3.8|66bce0c1|460|B|mcq|-|What is the solution set of sqrt(2x+6)+4=x+3?|{-1};{5};{-1,5};{0,-1,5}|Squaring gives x^2-4x-5=0 but x=-1 is extraneous; A=kept only the extraneous root; C/D=failed to check; B=CORRECT
Nonlinear Equations and Systems 3|3.9|97e50fa2|492|2, 8|spr|graph-parabola|f(x)=-(1/2)(x-4)^2+10 and g(x)=-x+10. What is one possible value of a such that f(a)=g(a)?|-|SPR: x^2-10x+16=0 so x=2 or 8; both accepted
Nonlinear Equations and Systems 3|3.10|3d12b1e0|242|-1|spr|-|-16x^2-8x+c=0 has exactly one solution. What is the value of c?|-|SPR: discriminant 64+64c=0 so c=-1
Nonlinear Equations and Systems 3|3.11|71014fb1|393|D|mcq|-|How many distinct real solutions does (x-1)^2=-4 have?|Exactly one;Exactly two;Infinitely many;Zero|A square cannot equal a negative number; A/B=ignored the sign; D=CORRECT
Nonlinear Equations and Systems 3|3.12|e9349667|491|D|mcq|-|For y=x^2+2x+1 and x+y+1=0 with solutions (x1,y1) and (x2,y2), what is y1+y2?|-3;-2;-1;1|Roots x=-1 and -2 give y=0 and 1 so the sum is 1; A/B/C=summed the x values or mis-signed; D=CORRECT
Nonlinear Equations and Systems 3|3.13|b03adde3|517|D|mcq|-|If u-3=6/(t-2), what is t in terms of u?|t=1/u;t=(2u+9)/u;t=1/(u-3);t=2u/(u-3)|Invert then add 2 and combine; A/C=forgot the 2; B=wrong numerator; D=CORRECT
Nonlinear Equations and Systems 3|3.14|30281058|430|A|mcq|-|The graph of y=x^2-9 meets line p at (1,a) and (5,b). What is the slope of line p?|6;2;-2;-6|a=-8 and b=16 so the slope is 24/4=6; D=sign error; B/C=used a wrong run; A=CORRECT
Nonlinear Equations and Systems 3|3.15|5910bfff|597|A|mcq|-|D=T-(9/25)(100-H) approximates dew point. Which expresses H in terms of T and D?|H=(25/9)(D-T)+100;H=(25/9)(D-T)-100;H=(25/9)(D+T)+100;H=(25/9)(D+T)-100|Isolate 100-H then solve; B=sign error on 100; C/D=added T instead of subtracting; A=CORRECT
Nonlinear Equations and Systems 3|3.16|1697ffcf|253|5|spr|-|The graph of y=3x^2-14x meets y=x at (0,0) and (a,a). What is the value of a?|-|SPR: 3x^2-15x=0 so a=5
Nonlinear Equations and Systems 3|3.17|ff2e5c76|394|D|mcq|-|What is the sum of the solutions to x^2-40x-10=0?|0;5;10;40|Sum equals -b/a=40; A/B/C=used the constant or halved; D=CORRECT
Nonlinear Equations and Systems 3|3.18|2c5c22d0|449|C|mcq|-|How many solutions are there to the system y=x^2+3x-7 and y-5x+8=0?|Exactly 4;Exactly 2;Exactly 1;None|Setting equal gives (x-1)^2=0 which is a repeated root; B=assumed two crossings; D=assumed none; C=CORRECT
Nonlinear Equations and Systems 3|3.19|fc3dfa26|564|C|mcq|-|What value of x satisfies 4x^2/(x^2-9)-2x/(x+3)=1/(x-3)?|-3;-1/2;1/2;3|Clearing denominators gives (2x-1)(x+3)=0; x=-3 is excluded so x=1/2; A/D=excluded values; B=sign error; C=CORRECT
Nonlinear Equations and Systems 3|3.20|58b109d4|268|-10|spr|-|For the system x^2+y+7=7 and 20x+100-y=0, what is the value of x?|-|SPR: -x^2=20x+100 gives (x+10)^2=0 so x=-10
Nonlinear Equations and Systems 3|3.21|7028c74f|224|31/3|spr|-|What is the sum of the solutions to 5(x+7)=15(x-17)(x+7)?|-|SPR: roots are -7 and 52/3 so the sum is 31/3
Nonlinear Equations and Systems 3|3.22|e11294f9|245|31|spr|-|Solutions to x^2+6x+7=0 are r<s and to x^2+8x+8=0 are t<u. If x^2+14x+c=0 has solutions r+t and s+u, what is c?|-|SPR: product (-7-3sqrt2)(-7+3sqrt2)=49-18=31
Nonlinear Equations and Systems 3|3.23|f5aa5040|243|20.25|spr|-|A line 2y=c meets the parabola y=-2x^2+9x at exactly one point. What is the value of c?|-|SPR: discriminant 81-4c=0 so c=20.25
Nonlinear Equations and Systems 3|3.24|7dbd46d9|442|A|mcq|-|The graphs of 8x+y=-11 and 2x^2=y+341 intersect at (x,y). What is a possible value of x?|-15;-11;2;8|Substituting gives x^2+4x-165=0 so x=-15 or 11; B=copied a constant; C/D=not roots; A=CORRECT
Nonlinear Equations and Systems 3|3.25|6011a3f8|418|A|mcq|-|64x^2+bx+25=0. For which value of b does the equation have more than one real solution?|-91;-80;5;40|Need b^2>6400 so absolute value of b exceeds 80; B=gives exactly one; C/D=too small; A=CORRECT
Nonlinear Equations and Systems 3|3.26|77c0cced|442|C|mcq|-|For y=2x^2-21x+64 and y=3x+a intersecting at exactly one point, what is the value of x?|-8;-6;6;8|Discriminant zero gives a=-8 and then x=6; A=gave a; B/D=sign or arithmetic slips; C=CORRECT
Nonlinear Equations and Systems 3|3.27|3a9d60b2|242|9|spr|-|2 times the absolute value of (4-x) plus 3 times the same equals 25. What is the positive solution?|-|SPR: 5 times the absolute value equals 25 so 4-x=5 or -5 giving x=-1 or 9
Nonlinear Equations and Systems 3|3.28|abcd0012|332|4|spr|-|(3x+p)(5x^2-45)(2x^2-16x+6p)=0 with p positive. The sum of the solutions is 20/3. What is p?|-|SPR: sum is -p/3+3-3+8=20/3 so p=4
Nonlinear Equations and Systems 3|3.29|88a0c425|407|B|mcq|-|-2x^2+20x+c=0 has exactly one solution. What is the value of c?|-68;-50;-32;0|Discriminant 400+8c=0 so c=-50; A/C/D=arithmetic slips or ignoring the leading coefficient; B=CORRECT
Nonlinear Equations and Systems 3|3.30|722de804|244|94|spr|-|What is the sum of the solutions to (x-47)^2=1?|-|SPR: x=48 or 46 so the sum is 94
Nonlinear Functions 1|1.5|5377d9cf|437|A|mcq|-|If f(x)=(x^2-6x+3)/(x-1), what is f(-1)?|-5;-2;2;5|(1+6+3)/(-2)=-5; B/C=sign or arithmetic slips; D=dropped the negative; A=CORRECT
Nonlinear Functions 1|1.6|75915e3c|436|C|mcq|-|For f(x)=2(3^x), what is the value of f(2)?|9;12;18;36|2(9)=18; A=gave 3^2 only; B=used 2*3*2; D=squared the whole expression; C=CORRECT
Nonlinear Functions 1|1.7|7160cbb3|800|A|mcq|exponential-graph-asymptote|An exponential curve rises steeply and levels off at y=-5, crossing the y-axis at -6. What is the y-intercept of the graph shown?|(0,-6);(-6,0);(0,0);(-5,-5)|The y-intercept has x=0; B=swapped coordinates; C=assumed the origin; D=used the asymptote; A=CORRECT
Nonlinear Functions 1|1.8|72ae8a87|518|A|mcq|-|f(x)=200,000(1.21)^x gives predicted annual revenue x years after launch. Best interpretation of f(5) approximately 518,748?|Revenue is about 518,748 dollars 5 years after launch;Revenue increased by a total of 518,748;It is 5 times the previous year;It is 5 percent greater than the previous year|The output is the revenue level at x=5; B=treats it as a change; C/D=misread the input as a multiplier or percent; A=CORRECT
Nonlinear Functions 1|1.9|09f58996|222|12|spr|-|The function f is defined by f(x)=6+sqrt(x). What is the value of f(36)?|-|SPR: 6+6=12
